epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
133,39037.4,0.57055,0.60389,1.0056,0.91044,0.89815,0.93625,0.68788,1.02052,0.53815,1.36767,0.0143184,0.0047728,0.0143184,0.0047728,0.0143184,0.0047728,0.0143184,0.0047728
134,39336.9,0.5713,0.60655,1.00684,0.91707,0.89243,0.93782,0.68848,1.01947,0.53717,1.36691,0.0141996,0.0047332,0.0141996,0.0047332,0.0141996,0.0047332,0.0141996,0.0047332
135,39642.2,0.56864,0.60102,1.0049,0.9159,0.89624,0.93798,0.68873,1.0193,0.53621,1.36681,0.0140808,0.0046936,0.0140808,0.0046936,0.0140808,0.0046936,0.0140808,0.0046936
136,39937.5,0.5702,0.6061,1.00585,0.92041,0.89059,0.93806,0.68957,1.01893,0.5355,1.36677,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
137,40241.7,0.56939,0.60271,1.00438,0.92031,0.89509,0.93872,0.68965,1.0181,0.53527,1.3658,0.0138432,0.0046144,0.0138432,0.0046144,0.0138432,0.0046144,0.0138432,0.0046144
138,40543.4,0.56458,0.59624,1.00162,0.92106,0.89554,0.93898,0.69015,1.01776,0.53435,1.36561,0.0137244,0.0045748,0.0137244,0.0045748,0.0137244,0.0045748,0.0137244,0.0045748
139,40839.6,0.56605,0.60048,1.00467,0.91985,0.89747,0.93911,0.69054,1.01796,0.53369,1.3661,0.0136056,0.0045352,0.0136056,0.0045352,0.0136056,0.0045352,0.0136056,0.0045352
140,41133.3,0.56435,0.59594,1.00079,0.92015,0.89703,0.93941,0.6905,1.01721,0.53338,1.36542,0.0134868,0.0044956,0.0134868,0.0044956,0.0134868,0.0044956,0.0134868,0.0044956
141,41420.7,0.56139,0.59023,1.00029,0.92038,0.89717,0.93938,0.69078,1.01727,0.53252,1.36536,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
142,41710,0.55883,0.58754,1.0002,0.91956,0.89927,0.93962,0.69131,1.01722,0.53177,1.3654,0.0132492,0.0044164,0.0132492,0.0044164,0.0132492,0.0044164,0.0132492,0.0044164
143,42011.8,0.56144,0.5902,1.0002,0.91988,0.89843,0.93998,0.69182,1.01622,0.53169,1.36421,0.0131304,0.0043768,0.0131304,0.0043768,0.0131304,0.0043768,0.0131304,0.0043768
144,42312.3,0.55739,0.59256,0.99884,0.91948,0.89889,0.93986,0.69146,1.01638,0.53153,1.36418,0.0130116,0.0043372,0.0130116,0.0043372,0.0130116,0.0043372,0.0130116,0.0043372
145,42619.3,0.55733,0.58778,0.99894,0.91714,0.90061,0.93993,0.69157,1.0157,0.53206,1.36364,0.0128928,0.0042976,0.0128928,0.0042976,0.0128928,0.0042976,0.0128928,0.0042976
146,42916.3,0.54984,0.57974,0.99458,0.91692,0.90169,0.94026,0.69196,1.01498,0.5315,1.36348,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
147,43201.2,0.55459,0.58455,0.99779,0.9158,0.90533,0.94125,0.69225,1.01486,0.53111,1.36317,0.0126552,0.0042184,0.0126552,0.0042184,0.0126552,0.0042184,0.0126552,0.0042184
148,43485.1,0.55433,0.5845,0.99779,0.91633,0.90196,0.94096,0.69363,1.01425,0.53108,1.36258,0.0125364,0.0041788,0.0125364,0.0041788,0.0125364,0.0041788,0.0125364,0.0041788
149,43768.4,0.55577,0.57954,0.9969,0.91791,0.90069,0.94076,0.6928,1.01422,0.531,1.36278,0.0124176,0.0041392,0.0124176,0.0041392,0.0124176,0.0041392,0.0124176,0.0041392
150,44052.3,0.5516,0.57897,0.99473,0.9196,0.90196,0.94142,0.69391,1.01347,0.53028,1.36222,0.0122988,0.0040996,0.0122988,0.0040996,0.0122988,0.0040996,0.0122988,0.0040996
151,44336.9,0.55214,0.57915,0.99632,0.92075,0.90016,0.94094,0.69358,1.01302,0.5296,1.36216,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
152,44631.2,0.54578,0.57331,0.99168,0.92062,0.90092,0.94133,0.69466,1.01182,0.52986,1.3611,0.0120612,0.0040204,0.0120612,0.0040204,0.0120612,0.0040204,0.0120612,0.0040204
153,44921.8,0.54962,0.57714,0.99411,0.92007,0.89953,0.94187,0.69443,1.0113,0.52925,1.36093,0.0119424,0.0039808,0.0119424,0.0039808,0.0119424,0.0039808,0.0119424,0.0039808
154,45208.4,0.54526,0.5704,0.99253,0.9221,0.89745,0.9419,0.69589,1.01056,0.52899,1.3606,0.0118236,0.0039412,0.0118236,0.0039412,0.0118236,0.0039412,0.0118236,0.0039412
155,45496.4,0.54389,0.57118,0.99096,0.9204,0.89681,0.94224,0.69608,1.00923,0.5285,1.35976,0.0117048,0.0039016,0.0117048,0.0039016,0.0117048,0.0039016,0.0117048,0.0039016
156,45786.7,0.54439,0.56482,0.99049,0.92046,0.89805,0.94245,0.69593,1.00886,0.52821,1.3599,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
157,46075.5,0.53866,0.56361,0.98952,0.92239,0.89601,0.94287,0.69703,1.00819,0.52819,1.35954,0.0114672,0.0038224,0.0114672,0.0038224,0.0114672,0.0038224,0.0114672,0.0038224
158,46374.3,0.54058,0.56678,0.9909,0.92243,0.89656,0.9431,0.69669,1.00829,0.52781,1.35995,0.0113484,0.0037828,0.0113484,0.0037828,0.0113484,0.0037828,0.0113484,0.0037828
159,46673.8,0.53887,0.56185,0.98974,0.92417,0.89642,0.94341,0.69782,1.00793,0.52719,1.35969,0.0112296,0.0037432,0.0112296,0.0037432,0.0112296,0.0037432,0.0112296,0.0037432
160,46966.3,0.53736,0.55805,0.988,0.92365,0.89794,0.94369,0.69749,1.00709,0.52701,1.35895,0.0111108,0.0037036,0.0111108,0.0037036,0.0111108,0.0037036,0.0111108,0.0037036
161,47257,0.5381,0.56161,0.98863,0.9219,0.90109,0.94349,0.69821,1.00668,0.52726,1.35857,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
162,47551.9,0.53338,0.55724,0.98536,0.92077,0.90312,0.94378,0.69821,1.00656,0.52748,1.35847,0.0108732,0.0036244,0.0108732,0.0036244,0.0108732,0.0036244,0.0108732,0.0036244
163,47848.4,0.53216,0.55558,0.98604,0.92124,0.90449,0.94395,0.69873,1.00638,0.52758,1.35865,0.0107544,0.0035848,0.0107544,0.0035848,0.0107544,0.0035848,0.0107544,0.0035848
164,48140,0.53525,0.55217,0.98667,0.92025,0.90599,0.94458,0.69925,1.00597,0.52669,1.35828,0.0106356,0.0035452,0.0106356,0.0035452,0.0106356,0.0035452,0.0106356,0.0035452
165,48438.9,0.53224,0.55556,0.98765,0.92002,0.90398,0.94447,0.70014,1.00597,0.52607,1.35851,0.0105168,0.0035056,0.0105168,0.0035056,0.0105168,0.0035056,0.0105168,0.0035056
166,48735,0.53206,0.55067,0.98575,0.91702,0.90845,0.94484,0.69965,1.00538,0.5257,1.3584,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
167,49025.8,0.52892,0.54809,0.98436,0.9208,0.90544,0.94558,0.69985,1.00464,0.52512,1.35798,0.0102792,0.0034264,0.0102792,0.0034264,0.0102792,0.0034264,0.0102792,0.0034264
168,49319,0.52808,0.54523,0.98348,0.9201,0.90405,0.94442,0.70009,1.00387,0.52489,1.35749,0.0101604,0.0033868,0.0101604,0.0033868,0.0101604,0.0033868,0.0101604,0.0033868
169,49612.2,0.52771,0.54839,0.98342,0.92058,0.90355,0.94453,0.70002,1.0035,0.52402,1.35743,0.0100416,0.0033472,0.0100416,0.0033472,0.0100416,0.0033472,0.0100416,0.0033472
170,49916.2,0.52555,0.54629,0.98332,0.92325,0.90245,0.94626,0.70117,1.00314,0.52346,1.35736,0.0099228,0.0033076,0.0099228,0.0033076,0.0099228,0.0033076,0.0099228,0.0033076
171,50209,0.5233,0.5426,0.98215,0.92415,0.90126,0.94647,0.70141,1.00263,0.52234,1.35693,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
172,50505.5,0.52306,0.53928,0.98068,0.92494,0.90175,0.94671,0.70218,1.00261,0.52095,1.35747,0.0096852,0.0032284,0.0096852,0.0032284,0.0096852,0.0032284,0.0096852,0.0032284
173,50797.4,0.52233,0.53649,0.98135,0.92405,0.90312,0.94664,0.70257,1.003,0.52035,1.35822,0.0095664,0.0031888,0.0095664,0.0031888,0.0095664,0.0031888,0.0095664,0.0031888
174,51096.1,0.51961,0.53761,0.97986,0.92464,0.90136,0.94673,0.70267,1.00282,0.51972,1.35818,0.0094476,0.0031492,0.0094476,0.0031492,0.0094476,0.0031492,0.0094476,0.0031492
175,51391.6,0.52069,0.53319,0.97979,0.92641,0.89956,0.94685,0.70244,1.00286,0.51914,1.35836,0.0093288,0.0031096,0.0093288,0.0031096,0.0093288,0.0031096,0.0093288,0.0031096
176,51688.8,0.51597,0.52982,0.97838,0.9166,0.90974,0.94752,0.70304,1.00207,0.51793,1.35787,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
177,51983.7,0.515,0.53201,0.97806,0.91787,0.90989,0.94828,0.70337,1.00063,0.51776,1.35719,0.0090912,0.0030304,0.0090912,0.0030304,0.0090912,0.0030304,0.0090912,0.0030304
178,52272.8,0.51409,0.53349,0.9784,0.9155,0.91123,0.94862,0.70459,0.99999,0.51751,1.35716,0.0089724,0.0029908,0.0089724,0.0029908,0.0089724,0.0029908,0.0089724,0.0029908
179,52564.5,0.51231,0.5271,0.97671,0.91196,0.91524,0.94885,0.70519,0.99873,0.51749,1.35667,0.0088536,0.0029512,0.0088536,0.0029512,0.0088536,0.0029512,0.0088536,0.0029512
180,52850.3,0.51249,0.52675,0.9766,0.91454,0.91362,0.94889,0.70588,0.99817,0.51704,1.35693,0.0087348,0.0029116,0.0087348,0.0029116,0.0087348,0.0029116,0.0087348,0.0029116
181,53137.2,0.5099,0.52063,0.97389,0.92116,0.90455,0.94898,0.70602,0.99761,0.51647,1.35702,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
182,53428.4,0.50977,0.52597,0.9751,0.92269,0.90498,0.9493,0.70579,0.99651,0.51663,1.35615,0.0084972,0.0028324,0.0084972,0.0028324,0.0084972,0.0028324,0.0084972,0.0028324
183,53723.6,0.50663,0.52017,0.97319,0.92207,0.90636,0.94972,0.70684,0.99546,0.51589,1.35537,0.0083784,0.0027928,0.0083784,0.0027928,0.0083784,0.0027928,0.0083784,0.0027928
184,54014.5,0.5065,0.51707,0.97253,0.92423,0.90557,0.94986,0.70717,0.99434,0.51606,1.3545,0.0082596,0.0027532,0.0082596,0.0027532,0.0082596,0.0027532,0.0082596,0.0027532
185,54302.5,0.50565,0.51531,0.9725,0.92524,0.90519,0.9501,0.70758,0.99515,0.5149,1.35605,0.0081408,0.0027136,0.0081408,0.0027136,0.0081408,0.0027136,0.0081408,0.0027136
186,54589.3,0.50513,0.51652,0.97174,0.92695,0.90576,0.95044,0.70841,0.99387,0.51464,1.35504,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
187,54877.5,0.5052,0.51494,0.9729,0.92577,0.90576,0.95061,0.7092,0.99331,0.51387,1.35469,0.0079032,0.0026344,0.0079032,0.0026344,0.0079032,0.0026344,0.0079032,0.0026344
188,55164,0.49922,0.51585,0.97107,0.93464,0.89942,0.9509,0.7099,0.99255,0.51441,1.3541,0.0077844,0.0025948,0.0077844,0.0025948,0.0077844,0.0025948,0.0077844,0.0025948
189,55453.2,0.5002,0.50871,0.96971,0.93452,0.90006,0.95091,0.70974,0.99229,0.5138,1.35392,0.0076656,0.0025552,0.0076656,0.0025552,0.0076656,0.0025552,0.0076656,0.0025552
190,55745.4,0.49833,0.51148,0.97007,0.93365,0.90067,0.95112,0.70997,0.99283,0.51301,1.35467,0.0075468,0.0025156,0.0075468,0.0025156,0.0075468,0.0025156,0.0075468,0.0025156
191,56035.3,0.49576,0.5063,0.9681,0.93609,0.90052,0.95137,0.70926,0.99241,0.51276,1.35471,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
192,56323.7,0.49516,0.50329,0.96825,0.93471,0.9004,0.95101,0.70993,0.9925,0.5129,1.35534,0.0073092,0.0024364,0.0073092,0.0024364,0.0073092,0.0024364,0.0073092,0.0024364
193,56613.1,0.49362,0.50372,0.96667,0.93835,0.89779,0.95128,0.71022,0.99268,0.51273,1.3556,0.0071904,0.0023968,0.0071904,0.0023968,0.0071904,0.0023968,0.0071904,0.0023968
194,56907.5,0.49455,0.50249,0.968,0.93941,0.89642,0.95121,0.71034,0.99231,0.51228,1.35572,0.0070716,0.0023572,0.0070716,0.0023572,0.0070716,0.0023572,0.0070716,0.0023572
195,57193.6,0.49278,0.50349,0.96699,0.93922,0.89573,0.9512,0.7105,0.9924,0.51228,1.35608,0.0069528,0.0023176,0.0069528,0.0023176,0.0069528,0.0023176,0.0069528,0.0023176
196,57478.7,0.48919,0.49883,0.96391,0.93909,0.89571,0.9512,0.71115,0.99202,0.51237,1.35609,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
197,57763.2,0.49058,0.4953,0.96536,0.93934,0.89618,0.95139,0.71106,0.99189,0.51228,1.35591,0.0067152,0.0022384,0.0067152,0.0022384,0.0067152,0.0022384,0.0067152,0.0022384
198,58047.3,0.48539,0.49701,0.9644,0.94115,0.89691,0.95143,0.71169,0.99153,0.51208,1.35606,0.0065964,0.0021988,0.0065964,0.0021988,0.0065964,0.0021988,0.0065964,0.0021988
199,58339.4,0.48675,0.4952,0.96469,0.94395,0.89354,0.9508,0.71259,0.99116,0.51117,1.35619,0.0064776,0.0021592,0.0064776,0.0021592,0.0064776,0.0021592,0.0064776,0.0021592
200,58625.9,0.48325,0.49422,0.96361,0.94277,0.89654,0.95089,0.71261,0.99073,0.51082,1.35596,0.0063588,0.0021196,0.0063588,0.0021196,0.0063588,0.0021196,0.0063588,0.0021196
201,58912.6,inf,0.48672,0.9619,0.9441,0.89526,0.95125,0.71224,0.99035,0.51001,1.35599,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
202,59204.4,0.4806,0.48841,0.96199,0.93673,0.89811,0.95151,0.71272,0.99009,0.50998,1.3558,0.0061212,0.0020404,0.0061212,0.0020404,0.0061212,0.0020404,0.0061212,0.0020404
203,59497.4,0.47942,0.48423,0.96153,0.93657,0.89873,0.95188,0.71367,0.99079,0.50873,1.35684,0.0060024,0.0020008,0.0060024,0.0020008,0.0060024,0.0020008,0.0060024,0.0020008
204,59782,0.47836,0.48508,0.95985,0.93607,0.89885,0.9519,0.71387,0.99012,0.50815,1.35683,0.0058836,0.0019612,0.0058836,0.0019612,0.0058836,0.0019612,0.0058836,0.0019612
205,60071.9,0.47675,0.48234,0.95887,0.93513,0.89914,0.95184,0.71444,0.9901,0.50676,1.35726,0.0057648,0.0019216,0.0057648,0.0019216,0.0057648,0.0019216,0.0057648,0.0019216
206,60362.2,0.47548,0.48001,0.95957,0.93643,0.90032,0.95263,0.71376,0.98982,0.50626,1.35749,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
207,60654.3,inf,0.47996,0.95819,0.9371,0.90063,0.95288,0.71441,0.98977,0.50578,1.35779,0.0055272,0.0018424,0.0055272,0.0018424,0.0055272,0.0018424,0.0055272,0.0018424
208,60944.6,0.47495,0.48055,0.95824,0.94126,0.89909,0.95265,0.71535,0.98979,0.50533,1.35802,0.0054084,0.0018028,0.0054084,0.0018028,0.0054084,0.0018028,0.0054084,0.0018028
209,61228,0.47174,0.47814,0.95821,0.937,0.90327,0.95283,0.71661,0.98945,0.50531,1.3585,0.0052896,0.0017632,0.0052896,0.0017632,0.0052896,0.0017632,0.0052896,0.0017632
210,61519.1,0.471,0.47301,0.95578,0.93766,0.90282,0.95274,0.71737,0.99006,0.50544,1.35964,0.0051708,0.0017236,0.0051708,0.0017236,0.0051708,0.0017236,0.0051708,0.0017236
211,61803.3,0.46527,0.46871,0.95432,0.93828,0.90256,0.9528,0.71737,0.99002,0.50529,1.36002,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
212,62088,0.46838,0.47051,0.9557,0.93762,0.9041,0.95283,0.71756,0.98945,0.5052,1.36011,0.0049332,0.0016444,0.0049332,0.0016444,0.0049332,0.0016444,0.0049332,0.0016444
213,62377.2,0.46691,0.47019,0.95558,0.93717,0.90404,0.95268,0.71742,0.98871,0.5048,1.35991,0.0048144,0.0016048,0.0048144,0.0016048,0.0048144,0.0016048,0.0048144,0.0016048
214,62663.8,0.46345,0.46734,0.95349,0.93627,0.90449,0.95261,0.71784,0.98823,0.50471,1.35987,0.0046956,0.0015652,0.0046956,0.0015652,0.0046956,0.0015652,0.0046956,0.0015652
215,62951,0.46194,0.46231,0.95265,0.93625,0.90536,0.95275,0.71694,0.98775,0.50469,1.36016,0.0045768,0.0015256,0.0045768,0.0015256,0.0045768,0.0015256,0.0045768,0.0015256
216,63243.7,0.45827,0.46114,0.95114,0.93637,0.90595,0.95283,0.71783,0.98762,0.50456,1.36031,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
217,63540.1,0.45959,0.46223,0.95239,0.93483,0.90673,0.95379,0.71838,0.98786,0.50417,1.36113,0.0043392,0.0014464,0.0043392,0.0014464,0.0043392,0.0014464,0.0043392,0.0014464
218,63827.6,0.45721,0.45859,0.9499,0.93525,0.90828,0.954,0.71837,0.98755,0.50374,1.36161,0.0042204,0.0014068,0.0042204,0.0014068,0.0042204,0.0014068,0.0042204,0.0014068
219,64116.5,0.45485,0.45526,0.94957,0.93496,0.90766,0.9536,0.71868,0.98742,0.50336,1.3619,0.0041016,0.0013672,0.0041016,0.0013672,0.0041016,0.0013672,0.0041016,0.0013672
220,64401.7,0.4526,0.45237,0.94796,0.93511,0.90738,0.95316,0.71912,0.98688,0.50311,1.36176,0.0039828,0.0013276,0.0039828,0.0013276,0.0039828,0.0013276,0.0039828,0.0013276
221,64689.6,0.4528,0.45445,0.94897,0.9342,0.90781,0.95326,0.71844,0.98637,0.50319,1.36184,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
222,64982.9,0.44731,0.44735,0.94643,0.93586,0.90547,0.95356,0.71871,0.98612,0.50271,1.362,0.0037452,0.0012484,0.0037452,0.0012484,0.0037452,0.0012484,0.0037452,0.0012484
223,65273.3,0.45049,0.45122,0.94715,0.9318,0.91276,0.95455,0.71911,0.98562,0.50279,1.36207,0.0036264,0.0012088,0.0036264,0.0012088,0.0036264,0.0012088,0.0036264,0.0012088
224,65565,0.44743,0.4489,0.94629,0.93355,0.90884,0.95447,0.71954,0.98562,0.50292,1.36279,0.0035076,0.0011692,0.0035076,0.0011692,0.0035076,0.0011692,0.0035076,0.0011692
225,65851,0.44467,0.44267,0.94381,0.93356,0.90985,0.95439,0.7199,0.98576,0.50276,1.36332,0.0033888,0.0011296,0.0033888,0.0011296,0.0033888,0.0011296,0.0033888,0.0011296
226,66139.3,0.44495,0.44265,0.94488,0.93338,0.91138,0.95448,0.72005,0.98583,0.50287,1.36362,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
227,66434.1,0.4423,0.44069,0.94404,0.93351,0.91236,0.95451,0.72012,0.98576,0.50245,1.3644,0.0031512,0.0010504,0.0031512,0.0010504,0.0031512,0.0010504,0.0031512,0.0010504
228,66731.5,0.44209,0.43816,0.9448,0.93466,0.91053,0.95467,0.71998,0.98523,0.50239,1.36394,0.0030324,0.0010108,0.0030324,0.0010108,0.0030324,0.0010108,0.0030324,0.0010108
229,67029.6,0.43876,0.44083,0.94367,0.93422,0.9109,0.95464,0.72067,0.98481,0.50221,1.36365,0.0029136,0.0009712,0.0029136,0.0009712,0.0029136,0.0009712,0.0029136,0.0009712
230,67324.2,0.43877,0.43788,0.9424,0.93567,0.91092,0.95462,0.72089,0.98552,0.50242,1.36485,0.0027948,0.0009316,0.0027948,0.0009316,0.0027948,0.0009316,0.0027948,0.0009316
231,67621.7,0.43704,0.43402,0.94272,0.93498,0.91101,0.95451,0.72126,0.98505,0.50291,1.36478,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
232,67911.8,0.43451,0.43096,0.93957,0.93501,0.91121,0.95459,0.72133,0.98534,0.50281,1.36567,0.0025572,0.0008524,0.0025572,0.0008524,0.0025572,0.0008524,0.0025572,0.0008524
233,68203.4,0.43266,0.42897,0.94064,0.93479,0.91196,0.95472,0.72151,0.98456,0.50273,1.36524,0.0024384,0.0008128,0.0024384,0.0008128,0.0024384,0.0008128,0.0024384,0.0008128
234,68495.6,0.43283,0.43099,0.94019,0.93374,0.91379,0.95492,0.72182,0.98479,0.50219,1.36609,0.0023196,0.0007732,0.0023196,0.0007732,0.0023196,0.0007732,0.0023196,0.0007732
235,68792.4,0.43144,0.42994,0.93964,0.93178,0.91454,0.95493,0.72165,0.98402,0.50227,1.36622,0.0022008,0.0007336,0.0022008,0.0007336,0.0022008,0.0007336,0.0022008,0.0007336
236,69081.4,0.42987,0.42926,0.93978,0.93047,0.91653,0.95479,0.72201,0.98334,0.50173,1.36627,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
237,69377,0.42854,0.42539,0.93828,0.92883,0.91679,0.95506,0.72226,0.98369,0.50119,1.36783,0.0019632,0.0006544,0.0019632,0.0006544,0.0019632,0.0006544,0.0019632,0.0006544
238,69678.4,0.42431,0.42173,0.93653,0.92884,0.9165,0.95513,0.72226,0.98292,0.50166,1.36804,0.0018444,0.0006148,0.0018444,0.0006148,0.0018444,0.0006148,0.0018444,0.0006148
239,69971.5,0.42622,0.42314,0.93752,0.92809,0.91645,0.95517,0.7224,0.98219,0.50177,1.36791,0.0017256,0.0005752,0.0017256,0.0005752,0.0017256,0.0005752,0.0017256,0.0005752
240,70270.6,0.42245,0.41783,0.93671,0.92837,0.91628,0.95508,0.72261,0.98228,0.50175,1.36913,0.0016068,0.0005356,0.0016068,0.0005356,0.0016068,0.0005356,0.0016068,0.0005356
241,70552.1,0.3278,0.23672,0.8826,0.93994,0.90439,0.95505,0.72254,0.98197,0.50234,1.36909,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
242,70830.8,0.3168,0.22464,0.8791,0.94596,0.89761,0.9553,0.72298,0.98156,0.50307,1.3697,0.0013692,0.0004564,0.0013692,0.0004564,0.0013692,0.0004564,0.0013692,0.0004564
243,71112.6,0.31308,0.21997,0.87529,0.947,0.89726,0.95513,0.7232,0.98126,0.50363,1.37027,0.0012504,0.0004168,0.0012504,0.0004168,0.0012504,0.0004168,0.0012504,0.0004168
244,71397,0.30879,0.21826,0.8752,0.94715,0.89877,0.95513,0.72331,0.97961,0.50448,1.3689,0.0011316,0.0003772,0.0011316,0.0003772,0.0011316,0.0003772,0.0011316,0.0003772
245,71674.8,0.30584,0.21479,0.87408,0.94787,0.89979,0.95532,0.72415,0.97991,0.50471,1.36999,0.0010128,0.0003376,0.0010128,0.0003376,0.0010128,0.0003376,0.0010128,0.0003376
246,71956,0.30467,0.21465,0.87341,0.94768,0.90024,0.95523,0.72421,0.97958,0.5048,1.37069,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
247,72237.8,0.30258,0.21125,0.874,0.94829,0.90022,0.95492,0.72514,0.97976,0.50524,1.37154,0.0007752,0.0002584,0.0007752,0.0002584,0.0007752,0.0002584,0.0007752,0.0002584
248,72518.1,0.30124,0.21044,0.87245,0.94837,0.9001,0.95488,0.72479,0.98006,0.50494,1.3731,0.0006564,0.0002188,0.0006564,0.0002188,0.0006564,0.0002188,0.0006564,0.0002188
249,72801.8,0.29893,0.20881,0.8698,0.94781,0.89959,0.95474,0.72512,0.97962,0.50539,1.37384,0.0005376,0.0001792,0.0005376,0.0001792,0.0005376,0.0001792,0.0005376,0.0001792
250,73084.7,0.29601,0.20599,0.87155,0.94737,0.90244,0.95467,0.72537,0.97891,0.50538,1.37437,0.0004188,0.0001396,0.0004188,0.0001396,0.0004188,0.0001396,0.0004188,0.0001396
